amount,hour,day_of_week,merchant_category,is_fraud
8.26,16,6,restaurant,0
22.69,0,4,grocery,0
71.46,7,3,grocery,0
16.41,12,1,retail,0
62.72,10,3,online,0
43.28,5,5,grocery,0
68.49,4,3,online,0
5.98,5,0,restaurant,0
150.44,23,6,online,1
27.29,9,6,grocery,0
20.21,1,3,retail,0
59.35,17,5,grocery,0
3.59,16,6,online,0
13.96,20,4,retail,0
10.66,8,6,grocery,0
81.54,7,1,retail,0
11.75,18,5,restaurant,0
3.42,7,6,online,0
60.19,7,2,retail,0
54.5,7,6,grocery,0
64.87,17,0,restaurant,0
77.3,11,4,online,0
25.72,17,6,restaurant,0
33.09,9,0,online,0
43.83,9,6,online,0
65.92,23,6,restaurant,0
24.98,9,1,retail,0
12.79,5,5,restaurant,0
43.76,3,1,retail,0
276.47,22,3,retail,0
9.72,14,4,online,0
660.31,0,0,retail,0
11.32,2,4,restaurant,0
38.76,22,2,restaurant,0
9.73,18,4,restaurant,0
78.98,22,4,retail,0
68.92,0,3,restaurant,0
11.68,15,3,online,0
195.18,0,4,restaurant,0
47.77,3,4,online,0
38.58,7,3,retail,0
54.76,22,5,online,0
9.7,1,4,restaurant,0
10.04,8,3,retail,0
422.69,19,6,travel,0
52.97,9,1,online,0
26.74,0,4,online,0
105.84,22,4,grocery,0
65.02,23,1,retail,0
197.46,22,4,restaurant,0
39.64,3,6,restaurant,0
62.46,12,0,restaurant,0
39.92,3,6,online,1
11.91,17,3,travel,0
38.05,2,4,restaurant,0
136.03,16,5,grocery,0
182.78,10,5,restaurant,0
134.27,5,5,restaurant,0
9.03,10,6,restaurant,0
16.58,1,1,retail,0
18.55,6,2,retail,0
11.04,10,1,restaurant,0
17.02,13,5,restaurant,0
18.6,15,3,restaurant,0
52.82,13,5,grocery,0
21.96,7,2,grocery,0
8.21,21,3,travel,0
19.27,19,3,restaurant,0
18.65,21,6,online,0
10.05,4,0,online,0
148.67,13,6,grocery,0
2.41,22,1,grocery,0
80.63,15,4,travel,0
25.08,18,1,online,0
158.73,12,0,online,0
52.15,1,5,retail,0
194.05,0,5,retail,0
30.45,17,1,grocery,0
20.68,11,3,restaurant,0
5.24,7,4,grocery,0
162.38,16,2,restaurant,0
214.49,9,6,grocery,0
8.45,17,6,grocery,0
25.7,18,1,restaurant,0
29.51,14,1,grocery,0
119.82,14,3,grocery,0
4.51,15,4,online,0
609.7,15,0,online,0
22.78,8,1,retail,0
50.39,15,5,online,0
70.9,7,5,grocery,0
15.06,13,2,restaurant,0
6.18,15,2,restaurant,0
50.38,4,3,travel,0
65.74,20,5,restaurant,0
80.11,1,5,online,0
238.51,5,1,retail,0
21.22,19,1,grocery,0
92.3,7,6,restaurant,0
7.95,20,5,grocery,0
13.17,2,6,online,0
9.46,2,6,online,0
251.04,14,0,retail,0
21.95,9,0,grocery,0
143.6,8,0,online,0
1.45,13,2,retail,0
11.15,12,6,online,0
16.23,21,0,restaurant,0
12.9,9,4,travel,0
15.09,1,0,retail,0
11.95,4,0,online,0
37.23,3,4,grocery,0
56.9,7,5,grocery,0
108.41,23,6,retail,0
50.37,15,1,retail,0
16.52,21,3,grocery,0
38.02,4,1,online,0
26.85,23,5,retail,0
32.77,12,3,grocery,0
22.65,21,1,grocery,0
20.37,19,1,grocery,0
8.55,19,6,grocery,0
36.52,5,6,retail,0
22.53,8,6,retail,0
31.24,11,5,grocery,0
85.1,14,4,retail,0
8.27,12,4,restaurant,0
3.82,3,6,online,0
39.14,3,6,restaurant,0
98.41,21,5,grocery,0
98.59,13,3,retail,0
14.94,20,2,travel,0
9.01,7,3,restaurant,0
5.78,3,4,retail,0
8.03,23,0,restaurant,0
34.85,4,0,retail,0
15.29,12,6,online,0
40.22,7,3,online,0
781.87,19,2,grocery,0
228.51,19,0,retail,0
14.92,5,1,online,0
6.47,15,1,retail,0
33.28,4,0,restaurant,0
215.38,5,3,grocery,0
66.13,3,0,restaurant,0
8.59,17,6,restaurant,0
51.95,6,4,restaurant,0
5.1,6,4,restaurant,0
6.42,2,1,restaurant,0
28.76,4,6,restaurant,0
78.04,19,6,retail,0
11.87,18,4,grocery,0
45.22,22,1,restaurant,0
52.25,18,5,grocery,0
43.19,19,5,retail,0
20.78,7,0,restaurant,0
7.62,10,4,restaurant,0
231.9,22,6,restaurant,0
10.4,4,0,online,0
20.2,1,3,grocery,0
50.89,22,1,grocery,0
34.55,20,6,retail,0
27.94,14,4,online,0
12.42,18,3,retail,0
3.03,0,4,restaurant,0
90.24,11,2,grocery,0
753.22,4,3,restaurant,0
288.51,3,2,retail,0
27.51,14,4,grocery,0
35.15,20,3,online,0
102.92,23,1,restaurant,0
12.71,21,6,retail,0
4.13,17,0,retail,0
25.95,6,6,grocery,0
4.65,17,4,restaurant,0
55.19,13,3,grocery,0
14.49,21,6,retail,0
33.5,17,5,restaurant,0
88.46,12,6,restaurant,0
37.73,20,5,restaurant,0
51.19,22,2,restaurant,0
57.57,9,2,restaurant,0
4.65,21,5,travel,0
39.17,6,4,travel,0
4.26,15,3,restaurant,0
109.92,20,6,retail,0
10.76,21,2,retail,0
6.34,22,4,restaurant,0
63.85,3,3,retail,0
41.92,16,5,grocery,0
17.59,16,0,retail,0
119.01,15,1,retail,0
25.93,10,0,restaurant,0
55.24,8,6,restaurant,0
21.77,10,0,online,0
54.72,1,5,retail,0
51.12,19,4,restaurant,0
29.8,15,4,retail,0
21.71,13,5,retail,0
3.93,14,0,retail,0
18.67,8,5,grocery,0
95.59,21,1,online,0
152.54,15,1,grocery,0
41.03,19,5,grocery,0
10.52,0,5,grocery,0
89.86,1,0,online,0
254.41,5,5,online,1
93.4,17,0,grocery,0
10.83,8,5,online,0
66.72,11,1,grocery,0
3.59,6,2,restaurant,0
82.37,20,6,grocery,0
120.48,18,1,retail,0
19.17,15,1,travel,0
15.74,20,0,restaurant,0
5.55,5,4,online,0
19.5,22,2,grocery,0
5.13,13,0,grocery,0
86.53,8,0,grocery,0
45.8,12,6,retail,0
40.63,10,1,restaurant,0
46.14,12,0,restaurant,0
69.23,20,4,restaurant,0
4.75,13,4,online,0
4.47,2,5,retail,0
47.68,8,5,grocery,0
13.61,22,2,restaurant,0
129.08,23,1,retail,0
285.28,0,4,grocery,0
14.63,11,6,restaurant,0
70.8,6,3,online,0
22.64,6,4,restaurant,0
33.97,7,3,online,0
48.47,23,1,grocery,0
40.39,4,2,online,0
588.93,0,0,retail,1
0.85,6,6,restaurant,0
2.83,15,0,retail,0
17.38,9,6,restaurant,0
6.76,16,6,restaurant,0
75.5,4,1,retail,0
17.48,9,2,retail,0
102.24,0,2,retail,0
4.85,19,1,restaurant,0
2.61,23,3,restaurant,0
5.17,4,4,grocery,0
80.91,0,5,travel,0
44.46,11,3,travel,0
12.36,7,5,online,0
1.83,20,6,retail,0
154.55,19,6,grocery,0
63.16,22,6,grocery,0
267.94,6,6,online,0
19.22,18,0,online,0
41.8,7,5,grocery,0
26.33,8,5,retail,0
273.07,16,2,online,0
42.47,14,5,grocery,0
122.65,23,5,online,1
7.13,8,0,travel,0
59.16,20,4,restaurant,0
64.99,8,1,online,0
60.69,10,5,restaurant,0
13.07,11,6,restaurant,0
24.28,19,4,travel,0
33.62,10,4,grocery,0
106.29,5,4,grocery,1
18.94,0,5,restaurant,0
31.4,13,3,grocery,0
1.91,4,5,online,0
1677.79,22,4,grocery,0
15.11,15,1,online,0
13.48,7,0,retail,0
120.47,20,1,grocery,0
39.84,19,6,grocery,0
63.97,10,5,travel,0
9.49,14,2,retail,0
12.18,13,5,restaurant,0
17.42,18,3,retail,0
73.85,0,0,grocery,1
35.43,9,2,grocery,0
22.14,23,2,restaurant,0
12.31,7,3,online,0
249.71,5,2,online,0
36.99,8,4,online,0
1603.9,2,1,retail,0
6.04,4,0,grocery,0
39.09,6,6,online,0
71.72,22,6,online,0
24.46,23,4,grocery,0
72.93,20,4,retail,0
16.41,20,2,retail,0
13.72,8,6,grocery,0
6.4,9,2,retail,0
59.27,5,3,travel,0
113.49,4,4,restaurant,0
15.92,23,6,retail,0
29.69,19,5,restaurant,0
32.48,13,2,restaurant,0
30.51,5,1,grocery,0
3.55,12,5,restaurant,0
19.49,10,5,retail,0
115.68,2,5,online,0
18.33,9,2,restaurant,0
609.11,20,6,retail,0
205.44,0,5,grocery,0
34.68,10,0,restaurant,0
22.67,5,3,retail,0
208.12,16,2,travel,0
141.95,8,4,grocery,0
23.32,17,3,grocery,0
5.51,16,3,grocery,0
67.96,20,6,online,0
9.41,3,5,retail,0
25.57,2,5,grocery,0
11.21,15,1,grocery,0
15.71,3,3,online,0
104.27,2,3,travel,0
18.57,3,0,online,0
146.75,19,5,retail,0
24.01,18,4,online,0
26.88,12,6,restaurant,0
230.5,9,4,retail,0
6.16,7,1,online,0
15.1,10,4,restaurant,0
16.99,20,6,travel,0
11.29,10,1,grocery,0
22.38,18,1,restaurant,0
11.76,13,2,retail,0
543.07,14,0,restaurant,0
319.1,22,1,online,0
379.48,15,1,grocery,0
80.48,3,3,travel,0
57.22,17,0,retail,0
26.44,14,0,grocery,0
29.72,16,5,grocery,0
24.57,20,1,online,0
132.47,18,1,restaurant,0
11.84,5,4,restaurant,0
20.85,16,0,retail,0
16.61,10,3,online,0
19.32,8,6,restaurant,0
7.99,23,5,restaurant,0
29.86,21,5,online,0
34.54,4,5,grocery,0
1.45,17,1,retail,0
26.75,19,2,restaurant,0
24.42,19,1,online,0
33.25,8,3,restaurant,0
257.61,2,2,retail,0
19.47,15,5,travel,0
15.23,14,6,grocery,0
22.09,14,3,grocery,0
25.63,1,6,online,0
8.54,8,3,retail,0
953.47,10,6,online,0
11.59,0,4,grocery,0
22.18,5,0,online,0
26.12,10,2,retail,0
16.98,6,3,online,0
6.31,16,1,grocery,0
64.05,4,6,grocery,0
24.6,7,5,restaurant,0
53.77,20,2,online,0
94.49,13,1,online,0
8.37,11,0,restaurant,0
53.49,10,4,grocery,0
18.97,14,0,grocery,0
11.5,9,2,retail,0
45.44,5,1,grocery,0
11.9,12,4,restaurant,0
90.65,9,3,grocery,0
11.65,22,6,online,0
7.1,15,5,retail,0
120.39,19,2,online,0
13.7,12,5,online,0
5.15,21,6,travel,0
34.65,1,5,online,1
21.67,11,3,retail,0
127.96,9,4,grocery,0
33.04,0,6,retail,0
46.53,17,4,restaurant,0
19.47,13,0,grocery,0
26.99,8,5,online,0
57.19,6,2,restaurant,0
16.97,6,5,restaurant,0
23.67,4,2,online,0
14.07,21,0,retail,0
127.45,8,5,restaurant,0
96.59,16,5,restaurant,0
73.5,3,0,grocery,0
10.03,11,1,restaurant,0
4.86,2,6,travel,0
52.58,20,1,grocery,0
40.54,23,3,grocery,0
6.64,1,6,travel,0
37.4,6,6,grocery,0
18.51,10,1,retail,0
22.93,5,6,grocery,0
31.89,2,4,grocery,0
103.5,6,0,retail,0
28.54,14,5,grocery,0
24.46,8,2,grocery,0
6.63,5,6,retail,0
85.46,4,3,grocery,0
184.09,19,3,online,0
95.98,4,1,grocery,0
13.38,23,1,online,0
74.05,3,3,retail,0
46.44,3,0,restaurant,0
9.69,15,5,restaurant,0
20.48,0,4,restaurant,0
19.02,9,6,online,0
11.56,10,5,online,0
27.46,0,0,grocery,0
33.29,22,6,online,0
90.28,0,6,retail,0
13.65,3,4,restaurant,0
17.34,11,6,restaurant,0
7.28,6,3,restaurant,0
31.07,7,0,online,0
4.93,3,1,grocery,0
148.19,10,1,retail,0
58.11,2,3,online,0
8.35,7,1,online,0
40.98,4,5,restaurant,0
9.58,8,2,online,0
84.68,16,0,restaurant,0
58.29,16,5,online,0
274.8,2,6,travel,0
65.67,5,4,grocery,0
7.77,4,2,retail,0
171.88,8,1,restaurant,0
18.98,22,2,restaurant,0
20.82,2,6,grocery,0
137.9,6,4,travel,0
13.73,12,2,grocery,0
34.46,0,4,online,0
27.15,8,0,online,0
105.77,15,4,retail,0
108.02,1,0,restaurant,0
91.17,9,3,retail,0
103.89,15,3,grocery,0
24.34,12,1,grocery,0
111.1,11,3,restaurant,0
64.73,15,0,grocery,0
39.72,15,4,retail,0
170.14,5,1,grocery,0
29.36,1,1,grocery,0
37.3,17,0,retail,0
2.48,3,0,grocery,0
69.29,5,4,retail,0
72.06,3,2,retail,0
15.98,19,1,retail,0
92.35,4,2,retail,0
145.85,23,2,grocery,0
5.68,16,6,retail,0
121.83,0,2,grocery,0
26.84,23,6,grocery,0
256.55,14,2,restaurant,0
374.89,16,5,restaurant,0
251.59,17,2,grocery,0
21.64,3,0,restaurant,0
50.46,23,4,grocery,0
50.52,14,2,grocery,0
76.66,14,4,online,0
9.93,20,0,restaurant,0
130.47,16,0,grocery,0
99.65,18,0,restaurant,0
64.34,3,5,retail,0
14.42,9,1,grocery,0
19.88,7,4,retail,0
126.9,18,4,online,0
44.08,19,3,grocery,0
74.1,8,3,grocery,0
2.01,23,4,retail,0
76.3,10,1,retail,0
93.82,4,5,restaurant,0
16.86,2,6,restaurant,0
19.04,20,2,grocery,0
606.03,2,4,restaurant,0
16.94,14,1,grocery,0
7.97,22,6,retail,0
30.56,11,6,grocery,0
30.68,8,5,retail,0
100.67,21,6,grocery,0
29.98,10,0,retail,0
59.17,21,0,travel,0
14.25,1,6,restaurant,0
41.14,8,3,grocery,0
66.45,18,4,retail,0
25.01,7,1,restaurant,0
42.02,15,2,online,0
67.39,10,0,travel,0
56.95,14,1,travel,0
5.11,0,0,retail,0
239.95,18,0,restaurant,0
3.11,4,1,grocery,0
38.15,7,0,online,0
33.31,5,1,grocery,0
43.11,14,4,retail,0
111.01,5,1,restaurant,0
34.0,11,5,restaurant,0
407.48,14,6,grocery,0
48.39,11,6,retail,0
14.19,20,4,restaurant,0
5.76,16,3,online,0
54.82,15,3,grocery,0
48.77,6,0,grocery,0
19.53,9,3,restaurant,0
44.74,6,3,grocery,0
58.14,6,5,grocery,0
18.15,4,5,restaurant,0
438.85,14,0,retail,0
76.68,21,1,grocery,0
18.46,20,5,restaurant,0
128.73,12,3,grocery,0
18.66,10,3,grocery,0
23.07,1,3,online,0
27.54,9,2,restaurant,0
25.71,12,0,grocery,0
32.84,1,0,restaurant,0
20.95,7,3,grocery,0
71.45,0,3,retail,0
65.25,20,2,retail,0
10.68,21,5,grocery,0
117.01,23,0,retail,0
6.31,18,1,travel,0
102.34,4,4,online,0
23.53,12,0,grocery,0
24.81,14,1,retail,0
39.09,1,1,retail,0
88.64,10,3,retail,0
165.39,1,2,retail,0
23.25,10,0,retail,0
21.04,16,6,grocery,0
26.42,7,5,online,0
11.32,16,2,retail,0
34.92,15,5,restaurant,0
267.09,14,4,restaurant,0
51.26,23,0,restaurant,0
145.94,2,6,online,0
20.38,19,2,online,0
41.05,16,1,retail,0
100.45,8,2,restaurant,0
32.11,15,0,grocery,0
14.99,14,6,online,0
24.84,11,6,retail,0
37.68,14,3,restaurant,0
63.39,20,0,retail,0
48.5,5,3,online,0
41.43,18,3,grocery,0
27.54,22,1,grocery,0
39.65,23,5,restaurant,0
9.88,15,3,online,0
29.37,12,3,retail,0
66.7,11,4,online,0
46.75,14,6,online,0
51.56,13,4,grocery,0
3.62,21,6,restaurant,0
25.77,19,6,grocery,0
304.1,8,3,grocery,0
6.12,21,3,retail,0
114.17,23,4,retail,0
11.3,9,1,grocery,0
2.77,21,4,restaurant,0
125.37,6,4,restaurant,0
17.46,1,4,retail,0
856.53,0,2,restaurant,0
94.28,12,2,retail,0
3.24,13,2,grocery,0
9.73,15,4,retail,0
107.16,16,0,online,0
468.88,4,4,online,1
40.61,1,4,online,0
26.78,18,5,travel,0
77.96,12,1,retail,0
12.28,22,0,retail,0
511.81,10,3,restaurant,0
44.62,9,6,online,0
14.99,20,1,grocery,0
54.85,15,6,grocery,0
318.44,18,0,retail,0
66.29,5,1,restaurant,0
318.2,16,0,grocery,0
3.61,9,0,online,0
32.28,20,4,restaurant,0
21.6,15,2,grocery,0
31.49,4,5,restaurant,0
90.51,20,3,travel,0
76.48,21,0,online,0
17.45,15,3,retail,0
17.45,5,6,restaurant,0
20.65,8,5,grocery,0
496.18,5,4,restaurant,1
27.55,5,2,retail,0
13.22,1,5,restaurant,0
91.48,6,0,restaurant,0
7.35,14,1,online,0
314.89,12,4,retail,0
260.75,0,3,online,1
52.72,17,1,online,0
472.0,9,4,grocery,0
65.39,0,1,restaurant,0
48.0,4,6,grocery,0
8.84,8,0,online,0
43.61,16,4,online,0
137.71,7,3,retail,0
88.53,8,3,restaurant,0
16.9,11,5,grocery,0
58.71,4,0,online,0
21.95,21,6,grocery,0
2.54,17,6,retail,0
177.94,0,2,retail,0
4.29,0,5,grocery,0
57.61,9,1,online,0
15.57,16,1,grocery,0
176.89,4,4,online,1
34.56,21,4,travel,0
66.61,22,0,retail,0
69.82,12,1,retail,0
13.64,0,3,grocery,0
25.84,18,0,grocery,0
17.7,18,5,retail,0
59.23,12,3,restaurant,0
39.89,1,5,retail,1
11.05,10,0,retail,0
82.53,11,5,retail,0
35.82,8,1,retail,0
43.31,8,4,retail,0
24.66,1,1,retail,1
37.96,3,3,grocery,0
55.4,17,2,restaurant,0
44.45,19,3,restaurant,0
11.65,21,5,grocery,0
61.86,13,3,grocery,0
57.49,5,6,retail,0
22.63,17,2,grocery,0
20.33,15,0,online,0
725.62,20,4,grocery,0
89.89,12,0,grocery,0
24.79,21,5,restaurant,0
17.37,14,2,restaurant,0
48.78,4,5,retail,0
50.85,11,0,restaurant,0
146.27,21,2,online,0
59.28,19,1,restaurant,0
16.39,4,5,grocery,0
29.9,1,6,restaurant,0
6.13,4,1,online,0
30.09,4,4,grocery,0
67.25,22,5,online,0
77.36,21,4,restaurant,0
88.38,3,2,retail,0
1.1,15,6,travel,0
22.1,12,5,grocery,0
30.75,19,5,grocery,0
1.58,9,5,restaurant,0
58.19,11,2,restaurant,0
156.74,12,3,online,0
96.28,12,6,grocery,0
179.1,5,4,retail,0
82.39,3,4,retail,0
34.31,16,4,travel,0
72.56,18,2,restaurant,0
81.83,19,4,retail,0
10.33,8,6,online,0
24.45,6,3,grocery,0
182.0,9,0,grocery,0
10.79,4,5,restaurant,0
58.46,15,6,grocery,0
73.44,14,4,retail,0
25.28,19,2,grocery,0
9.3,2,5,grocery,0
22.91,11,2,retail,0
6.73,10,1,online,0
6.7,5,0,retail,0
18.27,1,2,retail,0
95.68,15,6,retail,0
1394.16,7,5,online,0
49.1,6,4,grocery,0
20.37,5,3,restaurant,0
59.7,9,0,grocery,0
14.39,3,2,retail,0
24.56,17,6,restaurant,0
98.5,21,5,grocery,0
15.59,12,0,grocery,0
12.94,10,6,grocery,0
53.23,23,3,retail,0
23.71,2,6,restaurant,0
14.61,17,2,retail,0
9.46,11,5,retail,0
41.72,18,6,online,0
8.85,2,0,grocery,0
17.13,5,2,online,0
133.08,5,5,restaurant,0
39.77,2,3,travel,0
10.56,11,5,retail,0
144.42,7,5,grocery,0
31.85,0,0,restaurant,0
97.3,18,4,online,0
9.16,17,6,restaurant,0
1.2,11,2,grocery,0
212.4,9,4,grocery,0
3.38,8,4,grocery,0
8.8,17,5,retail,0
56.31,18,2,retail,0
5.22,23,5,restaurant,0
47.29,19,0,retail,0
18.59,13,0,restaurant,0
44.15,11,2,grocery,0
1.31,17,2,retail,0
85.54,7,6,travel,0
194.84,10,1,grocery,0
53.39,15,0,online,0
24.88,0,3,retail,0
11.18,13,1,online,0
28.12,17,3,retail,0
51.05,6,5,online,0
97.21,9,6,restaurant,0
1.78,20,3,grocery,0
29.77,23,6,grocery,0
14.24,4,6,online,0
3.78,4,3,retail,0
15.75,14,0,grocery,0
128.04,17,2,retail,0
45.96,1,0,grocery,0
26.99,3,6,grocery,0
3.48,11,5,restaurant,0
21.96,15,3,online,0
44.0,17,4,restaurant,0
24.19,1,4,grocery,0
55.98,22,6,restaurant,0
21.15,2,3,grocery,0
12.9,22,3,grocery,0
9.09,0,2,travel,0
30.97,3,6,online,0
38.89,11,5,online,0
49.89,11,5,retail,0
22.71,18,3,retail,0
51.24,19,4,grocery,0
37.42,22,6,retail,0
10.19,16,5,grocery,0
53.63,1,0,retail,0
65.07,2,3,restaurant,0
18.84,9,0,online,0
8.84,8,6,restaurant,0
21.35,23,6,restaurant,0
71.57,5,2,restaurant,0
329.16,18,4,online,0
7.23,23,3,restaurant,0
13.55,4,2,travel,0
7.73,14,2,grocery,0
4.15,11,1,restaurant,0
6.52,2,5,restaurant,0
67.21,18,3,restaurant,0
93.34,14,0,restaurant,0
8.56,8,6,online,0
7.83,22,2,retail,0
53.99,9,1,retail,0
148.78,5,2,retail,0
5.57,7,6,online,0
8.55,5,1,grocery,0
62.19,3,3,restaurant,0
84.15,5,3,grocery,0
14.41,11,5,retail,0
9.46,9,5,grocery,0
89.8,17,4,grocery,0
45.53,13,3,online,0
25.91,8,2,grocery,0
5.38,2,5,grocery,0
33.71,23,2,restaurant,0
21.15,20,0,restaurant,0
39.91,0,4,grocery,0
29.64,12,6,restaurant,0
19.54,5,0,online,0
92.72,15,0,grocery,0
92.35,10,4,online,0
59.1,19,0,grocery,0
191.22,13,3,grocery,0
104.39,18,1,travel,0
66.17,1,5,online,0
38.75,18,5,online,0
69.35,18,4,online,0
8.87,19,1,restaurant,0
75.84,5,5,retail,0
183.21,6,1,restaurant,0
10.2,1,3,online,0
13.48,14,4,travel,0
15.19,14,5,grocery,0
74.28,0,0,grocery,0
254.52,3,0,travel,1
31.47,12,2,retail,0
35.7,10,5,restaurant,0
33.92,9,6,restaurant,0
38.53,13,0,online,0
27.04,21,3,grocery,0
69.36,3,4,retail,0
9.45,1,3,retail,0
352.96,0,5,travel,1
154.37,4,4,restaurant,0
182.23,12,1,travel,0
57.51,10,4,retail,0
72.65,23,0,restaurant,0
6.79,4,6,restaurant,0
22.63,22,0,retail,0
28.78,4,0,retail,0
45.34,20,5,restaurant,0
58.52,2,2,online,0
84.14,7,3,restaurant,0
6.56,6,5,online,0
120.86,23,5,online,0
26.06,0,5,retail,0
11.38,17,3,retail,0
8.56,22,0,grocery,0
4.92,18,4,travel,0
61.16,14,5,retail,0
42.59,8,2,grocery,0
92.19,9,1,grocery,0
22.23,2,2,restaurant,0
111.66,11,1,grocery,0
6.42,4,5,online,0
0.66,13,6,restaurant,0
13.09,20,5,restaurant,0
8.2,15,6,restaurant,0
10.13,19,0,restaurant,0
47.73,17,5,grocery,0
69.53,12,5,retail,0
94.29,3,4,grocery,0
29.46,8,4,grocery,0
282.08,23,4,grocery,0
66.92,19,0,retail,0
77.92,16,1,grocery,0
81.34,2,3,restaurant,0
75.52,7,1,online,0
67.25,16,3,restaurant,0
380.73,2,6,restaurant,0
51.52,0,1,retail,0
28.76,13,3,grocery,0
180.08,12,5,restaurant,0
15.71,18,1,retail,0
20.08,23,5,grocery,0
42.31,6,5,restaurant,0
121.57,17,1,grocery,0
37.76,13,1,restaurant,0
369.86,11,3,restaurant,0
10.55,18,6,restaurant,0
294.35,21,2,retail,0
43.79,6,3,grocery,0
20.21,5,3,restaurant,0
73.63,20,2,retail,0
63.5,18,1,retail,0
11.58,7,5,retail,0
109.01,14,0,online,0
18.09,15,0,grocery,0
25.98,10,4,restaurant,0
16.76,14,4,restaurant,0
24.05,1,2,grocery,0
82.86,6,1,retail,0
12.63,13,4,restaurant,0
128.2,22,0,restaurant,0
4.94,15,4,online,0
370.89,6,4,restaurant,0
903.04,23,3,restaurant,1
958.49,15,0,retail,0
16.32,10,2,restaurant,0
20.21,4,6,restaurant,0
10.66,11,0,restaurant,0
12.0,21,1,retail,0
40.63,20,1,restaurant,0
44.53,14,6,restaurant,0
13.42,5,1,online,0
97.08,5,2,retail,0
43.92,14,4,restaurant,0
3.54,7,2,grocery,0
33.54,10,2,grocery,0
35.93,2,5,restaurant,0
127.35,0,1,restaurant,0
135.03,14,5,online,0
27.95,5,1,online,0
12.45,2,6,retail,0
139.7,5,0,restaurant,0
14.46,11,1,online,0
4.85,23,1,grocery,0
0.17,4,3,retail,0
671.34,8,6,restaurant,0
15.5,2,5,restaurant,0
4.87,0,0,retail,0
20.74,18,1,grocery,0
137.73,3,1,restaurant,0
50.08,15,2,online,0
53.85,22,6,online,0
271.07,21,3,restaurant,0
6.46,7,3,retail,0
29.07,20,4,grocery,0
19.17,22,5,restaurant,0
87.12,10,3,grocery,0
69.75,10,6,restaurant,0
2.71,9,2,grocery,0
136.04,9,2,online,0
13.86,14,3,grocery,0
8.9,21,0,retail,0
31.22,1,2,grocery,0
7.12,11,2,retail,0
56.6,19,0,online,0
236.97,11,4,restaurant,0
4314.58,3,0,grocery,1
504.48,17,0,retail,0
31.03,22,0,online,0
21.61,14,4,retail,0
125.91,11,5,grocery,0
16.81,10,3,online,0
623.39,11,4,online,0
1073.37,0,2,grocery,0
23.54,5,5,grocery,0
178.42,6,4,restaurant,0
156.37,18,1,retail,0
105.9,20,5,online,0
4.77,16,3,restaurant,0
274.84,8,1,online,0
167.46,2,0,restaurant,0
317.42,3,5,online,0
7.57,22,6,grocery,0
100.43,3,1,retail,0
47.32,1,0,restaurant,0
27.11,17,4,online,0
5.63,7,1,restaurant,0
1.78,3,3,grocery,0
1.69,14,4,grocery,0
197.86,4,1,retail,0
28.6,20,0,online,0
980.75,4,4,online,1
12.33,2,1,online,1
8.23,19,4,grocery,0
229.74,18,0,retail,0
2.25,23,3,retail,0
4.96,19,0,grocery,0
3.06,1,0,restaurant,0
9.38,1,3,grocery,0
42.13,16,2,restaurant,0
5.74,11,0,retail,0
33.6,22,5,retail,0
54.97,22,6,retail,0
282.01,22,3,travel,0
9.8,11,0,grocery,0
2.16,12,6,grocery,0
89.98,3,6,retail,0
13.48,12,4,grocery,0
36.57,15,3,grocery,0
121.49,4,4,retail,0
12.27,10,1,restaurant,0
45.54,5,3,grocery,0
77.14,9,0,grocery,0
49.92,3,1,online,0
42.64,0,5,restaurant,0
428.26,0,0,online,1
13.24,18,6,grocery,0
43.09,23,1,retail,0
9.31,20,4,restaurant,0
9.89,0,1,travel,0
33.7,0,1,grocery,0
83.16,9,5,online,0
9.39,21,6,retail,0
3.2,16,4,restaurant,0
75.02,2,1,online,1
5.09,7,2,retail,0
36.74,1,0,travel,0
71.46,18,2,grocery,0
46.87,4,6,grocery,0
7.72,13,0,restaurant,0
22.58,6,2,retail,0
8.11,9,2,retail,0
46.45,17,6,restaurant,0
39.23,23,4,retail,0
230.25,13,3,retail,0
71.58,5,6,grocery,0
15.23,8,2,grocery,0
4.38,22,1,grocery,0
22.31,9,3,grocery,0
128.83,7,5,grocery,0
109.75,22,4,retail,0
26.41,16,2,grocery,0
70.16,21,0,retail,0
11.89,4,1,travel,0
29.75,5,2,restaurant,0
11.52,12,1,grocery,0
200.09,12,5,online,0
12.2,2,2,grocery,0
101.28,10,6,online,0
14.67,1,4,retail,0
34.26,17,4,online,0
14.52,21,2,restaurant,0
0.55,12,6,online,0
197.01,3,0,retail,0
28.43,12,6,restaurant,0
8.82,5,0,restaurant,0
54.88,14,2,online,0
40.09,13,5,grocery,0
30.8,9,5,grocery,0
30.76,18,2,grocery,0
10.62,7,2,retail,0
202.72,13,2,online,0
18.29,0,0,travel,0
62.73,0,3,restaurant,0
1.71,13,6,online,0
21.25,18,6,retail,0
44.98,16,2,online,0
31.66,15,6,retail,0
21.13,10,4,restaurant,0
33.05,14,1,grocery,0
105.32,20,0,retail,0
47.73,23,2,retail,0
13.37,1,3,grocery,0
29.25,19,0,retail,0
12.63,8,0,grocery,0
65.79,23,1,restaurant,0
25.89,5,6,grocery,0
211.07,15,0,restaurant,0
39.33,14,2,restaurant,0
1.91,9,2,retail,0
8.29,6,5,retail,0
75.29,3,3,restaurant,0
14.4,6,1,retail,0
24.84,14,0,restaurant,0
48.79,5,1,grocery,0
44.97,4,2,retail,0
41.14,17,2,retail,0
